ID,id2,Macroarea,counts_wals,Longitude,Latitude
mkj,maka1316,Multinesia,33,126.5,-8.666666667
mak,maka1318,North America,95,-124.6666667,48.33333333
NA,makc1235,Eurasia,0,107.726,25.5946
NA,makh1260,Africa,0,36.5249,-14.251
mua,makh1261,Africa,24,38.66666667,-15
NA,makh1262,Africa,0,39.1203,-16.9394
NA,makh1264,Africa,0,38.8052,-14.8509
NA,makh1265,Africa,0,38.093,-17.294
NA,makh1266,Africa,0,39.5323,-13.6443
mkl,makl1246,Multinesia,17,139.4166667,-7.666666667
NA,makn1235,Africa,0,11.1337,9.37299
NA,mako1250,Multinesia,0,151.709,-4.87995
mkd,mako1251,Africa,19,40,-11
mkw,maku1246,South America,2,-69.83333333,0.416666667
NA,maku1273,Eurasia,0,94.95,26.6
NA,maku1277,Multinesia,0,127.239,-8.40372
NA,maku1278,South America,0,-64.3201,-11.8701
NA,makw1236,Africa,0,40.0274,-10.4673
NA,maky1235,Eurasia,0,95.6045,26.3037
NA,mala1256,Africa,0,35.43347,-15.56729
NA,mala1412,Eurasia,0,101.366,2.946
NA,mala1431,Eurasia,0,69.0719,33.0726
NA,mala1432,South America,0,-42.282716,-16.833987
NA,mala1457,Eurasia,0,76.8708,10.5007
NA,mala1458,Eurasia,0,76.833,10.467
NA,mala1459,Eurasia,0,77.093,8.45063
NA,mala1463,Eurasia,0,77.2038,8.85517
mym,mala1464,Eurasia,68,76.5,10
NA,mala1466,Eurasia,0,76.5586,10.4468
NA,mala1468,Eurasia,0,77.272,8.59225
NA,mala1471,Africa,0,8.09838,10.5776
NA,mala1475,Africa,0,34.991,-16.6183
myk,mala1479,Multinesia,1,101.7,3.166666667
ktp,mala1480,Multinesia,1,110,-1.866666667
mds,mala1481,Multinesia,18,124.8333333,1.5
NA,mala1482,Eurasia,0,102.240488,2.20265
NA,mala1484,Multinesia,0,160.118,-9.61383
NA,mala1487,Multinesia,0,147.058,-5.9401
NA,mala1489,Multinesia,0,146.642,-5.77495
NA,mala1494,Multinesia,0,145.04,-4.35889
NA,mala1495,Multinesia,0,145.621,-4.76685
dam,mala1522,South America,16,-73.5,11
mlc,mala1533,Multinesia,5,102.25,2.2
NA,mala1534,Multinesia,0,121.391322,17.844833
NA,mala1544,Eurasia,0,81.211885,8.5867
NA,malb1235,Africa,0,-2.90623,9.78465
NA,male1282,Eurasia,0,105.52746,17.913525
mle,male1284,Africa,16,36.91666667,6
mlu,male1289,Multinesia,33,148.4166667,-5.716666667
NA,male1291,Multinesia,0,145.757,-5.49975
psm,male1292,North America,90,-67,45
NA,male1297,North America,0,-84.7318,10.7485
NA,malf1237,Multinesia,0,167.509,-16.5499
NA,malg1242,Australia,0,114.245,-26.211
NA,malg1250,Africa,0,14.8475,12.5342
mlg,malg1251,Africa,35,13.75,11.5
NA,mali1279,Africa,0,33.339,-9.16619
NA,mali1280,Africa,0,9.67186,3.67696
NA,mali1283,Multinesia,0,119.76,-3.6996000000000002
mli,mali1284,Multinesia,1,152.25,-4.833333333
NA,mali1285,North America,0,-98.6322,17.2122
NA,mali1287,Africa,0,15.7421,-7.93095
NA,mall1246,Eurasia,0,101.204,19.273
tmm,malo1243,Multinesia,25,167.1666667,-15.66666667
NA,malo1245,Multinesia,0,142.244,-3.11695
NA,malp1246,Eurasia,0,87.3507,24.087
NA,malt1238,Eurasia,0,14.4824,35.907
mlt,malt1254,Eurasia,41,14.41666667,35.91666667
NA,malu1245,Multinesia,0,167.208,-15.9813
NA,malv1243,Eurasia,0,75.562,23.488
NA,mama1271,Africa,0,-5.28245,12.4871
NA,mama1272,Africa,0,8.78601,8.8062
mmn,mama1275,Multinesia,33,125.5,9.416666667
mms,mama1276,Multinesia,3,119.6666667,-3.083333333
NA,mama1277,Multinesia,0,146.576,-6.35558
NA,mama1278,South America,0,-60.101072,-12.986439
mmi,mamb1294,Africa,7,14,9.666666667
mmw,mamb1296,Africa,10,31.16666667,-9.083333333
NA,mamb1305,Multinesia,0,119.55,-9.42302
NA,mamb1306,Multinesia,0,125.475,-9.19552
mam,mamm1241,North America,62,-91.83333333,15
mmp,mamp1244,Africa,4,-0.666666667,10.33333333
NA,mamu1254,Multinesia,0,151.033,-5.84776
NA,mamu1255,Multinesia,0,119.082,-2.50762
mmv,mamv1243,Africa,28,29,3.25
NA,mana1248,Australia,0,132.352,-11.361
nmm,mana1288,Eurasia,15,84,28.58333333
mnm,mana1295,Multinesia,54,145,-4
mbu,mana1298,Multinesia,1,142.8333333,-4.25
NA,mana1299,South America,0,-64.5186,-0.540066
mnc,manc1252,Eurasia,49,127.5,49.5
NA,mand1409,Eurasia,0,77.0419,31.5425
NA,mand1413,Eurasia,0,83.6749,20.0962
kug,mand1415,Eurasia,5,102.75,25
NA,mand1416,Australia,0,129.885,-13.6481
NA,mand1417,Australia,0,148.978,-26.573
mjk,mand1419,Africa,2,-16.25,12
NA,mand1423,Africa,0,34.7424,-10.3991
NA,mand1425,Africa,0,31.2327,5.83656
mdk,mand1436,Africa,15,-15.66666667,13
NA,mand1440,Multinesia,0,151.956,-2.7828
mnr,mand1442,Multinesia,1,119.0833333,-3.416666667
NA,mand1443,Multinesia,0,138.751,-2.29479
NA,mand1444,Multinesia,0,140.624,-5.69357
NA,mand1445,Multinesia,0,140.451,-6.37255
mdn,mand1446,North America,40,-102.5,46.5
NA,mand1448,South America,0,-66.52,1.48
NA,mand1477,Eurasia,0,96.10784,21.93575
mem,mane1266,Multinesia,4,140.8333333,-3
NA,mang1378,Eurasia,0,102.133,21.4305
myi,mang1381,Australia,133,133.5,-14.66666667
NA,mang1382,Australia,0,132.973,-12.2391
NA,mang1383,Australia,0,123.769,-18.6597
NA,mang1387,Africa,0,25.9024,8.38023
mbt,mang1394,Africa,32,26.5,2.5
NA,mang1396,Africa,0,29.7358,2.74779
mgq,mang1398,Africa,9,17,8.75
NA,mang1399,Africa,0,10.701,13.557
NA,mang1401,Multinesia,0,-134.97,-23.1095
NA,mang1403,Multinesia,0,150.68,-5.89752
NA,mang1404,Multinesia,0,146.685,-6.99891
mng,mang1405,Multinesia,30,120.3333333,-8.5
NA,mang1416,Africa,0,9.76103,10.0839
NA,mang1417,Africa,0,8.73608,9.068012
NA,mang1429,Eurasia,0,105.431392,23.742269
sgb,mani1235,Multinesia,30,134,-1.5
mei,mani1292,Eurasia,132,94,24.75
NA,mani1294,Africa,0,1.69523,8.83338
NA,mani1297,Multinesia,0,127.565,-3.30342
mkn,mank1251,Africa,1,-15.91666667,12.08333333
NA,mank1256,Eurasia,0,73.2505,34.2922
NA,manm1238,Eurasia,0,100.842,22.0743
NA,mann1246,Eurasia,0,76.97,9.85
man,mann1248,Africa,36,-9,7
NA,mano1275,Multinesia,0,134.329,-5.94468
mns,mans1258,Eurasia,63,62,62
NA,mans1259,Africa,0,-15.9202,12.8218
NA,mans1260,Multinesia,0,134.011116,-0.915054
NA,mans1262,Multinesia,0,126.181,6.79221
NA,mant1265,Eurasia,0,105.405,23.1829
NA,mant1267,Africa,0,9.59489,6.0213
NA,manu1255,Eurasia,0,96.9531,19.165
NA,manu1258,Multinesia,0,129.429,-3.1109
mnx,manx1243,Eurasia,5,-4.5,54.16666667
mnj,many1256,Australia,4,125.0833333,-22.66666667
NA,many1258,Africa,0,32.8052,-18.1927
NA,many1259,Africa,0,36.8459,-16.4963
NA,many1261,Africa,0,-9.44257,8.56186
NA,manz1243,Africa,0,18.7935,6.51218
nma,maon1238,Eurasia,35,94.33333333,25.5
NA,maon1241,Eurasia,0,108.024,25.0169
com,maor1244,Africa,2,44,-12
mao,maor1246,Multinesia,145,176,-40
NA,mapa1244,Multinesia,0,146.364,-5.73869
NA,mape1249,Multinesia,0,147.682,-6.59318
NA,mape1250,Multinesia,0,149.495,-9.77803
NA,mapi1250,Multinesia,0,134.304722,0.908889
NA,mapi1252,South America,0,-58.585983,1.190187
NA,mapo1242,Multinesia,0,146.774,-6.86672
mpy,mapo1246,South America,2,-67,6
NA,mapu1244,Multinesia,0,118.75,6.09061
map,mapu1245,South America,138,-72,-38
cde,maqu1238,South America,32,-65,5.5
NA,mara1266,North America,0,-98.576661,24.339089
NA,mara1373,Eurasia,0,49.9665,36.8259
mhi,mara1378,Eurasia,72,76,19
NA,mara1379,Eurasia,0,94.2205,25.4378
cmr,mara1382,Eurasia,32,93.16666667,23
mra,mara1385,Australia,34,135.1666667,-15
mku,mara1386,Australia,97,130,-13.66666667
NA,mara1392,Africa,0,34.49,0.19
NA,mara1393,Africa,0,34.22,0.34
NA,mara1396,Africa,0,21.6408,14.087
NA,mara1397,Multinesia,0,135.797,-1.66738
NA,mara1399,Multinesia,0,167.33,-16.0695
mrn,mara1404,Multinesia,12,124.25,7.833333333
NA,mara1407,Multinesia,0,143.735,-4.23908
NA,mara1408,South America,0,-51.8,3.9
NA,mara1409,South America,0,-67.512818,-3
NA,mara1417,Multinesia,0,162.1901,-10.825887
NA,mara1418,South America,0,-49.641656,-0.962912
NA,marb1239,Africa,0,15.8,9.54
NA,mard1245,Eurasia,0,40.737778,37.316667
NA,mare1260,Africa,0,35.7425,-16.2129
NA,mare1261,Multinesia,0,139.673,-2.31915
NA,marf1238,Africa,0,20.7882,13.1568
NA,marg1251,Australia,0,132.587,-11.1823
mny,marg1253,Australia,38,144.5,-27
NA,marg1254,South America,0,-76.4981,-9.84463
mrg,marg1265,Africa,77,13,11
NA,marg1266,Africa,0,12.99521,10.53854
NA,mari1381,North America,0,-63.881,45.0427
NA,mari1414,Eurasia,0,79.9144,19.7875
NA,mari1416,Eurasia,0,94.0723,24.2854
NA,mari1417,Australia,0,130.561,-14.1788
mrr,mari1419,Australia,16,130,-14.25
NA,mari1421,Australia,0,129.844,-13.8754
NA,mari1422,Australia,0,130.079,-14.0542
NA,mari1423,Australia,0,129.876,-13.7687
mrh,mari1424,Australia,26,130,-13.83333333
NA,mari1426,Multinesia,0,168.057941,-14.970047
NA,mari1428,Multinesia,0,145.59,-5.349
NA,mari1429,Multinesia,0,145.828,-5.97399
NA,mari1430,Multinesia,0,134.88107,-6.15097
NA,mari1432,Multinesia,0,142.963,-4.46436
mav,mari1435,Multinesia,4,144.6666667,-5.5
NA,mari1438,Multinesia,0,148.303,-9.92982
mar,mari1440,North America,134,-113.1666667,33.16666667
NA,mari1442,South America,0,-53.9667,-11.5833
NA,mari1446,Multinesia,0,-148.42673,-16.593829
NA,mark1255,Africa,0,35.5866,1.15018
NA,mark1256,Africa,0,-3.58355,12.7178
akm,marm1234,Eurasia,1,92.5,21.5
NA,maro1244,Multinesia,0,157.747,-8.37943
NA,marr1256,Australia,0,130.5,-12.28
msh,mars1254,Multinesia,11,171.05,7.116666667
NA,mart1251,North America,0,-70.625275,41.414542
NA,mart1254,Australia,0,129.837,-14.0058
mrt,mart1255,Australia,136,116.5,-20.83333333
mwa,mart1256,Australia,4,126,-21.5
mru,maru1249,Eurasia,34,98.5,23.5
NA,maru1252,South America,0,-72.4027,-6.60703
NA,marw1256,Eurasia,0,71.5671,28.3242
NA,marw1260,Eurasia,0,75.0656,27.002
NA,masa1299,Africa,0,34.2829,1.05906
maa,masa1300,Africa,73,36,-3
NA,masa1307,Multinesia,0,120.829,17.4501
NA,masa1311,South America,0,-41.5,-17
mas,masa1322,Africa,33,15.5,10.5
NA,masb1237,Multinesia,0,124.002,12.8438
NA,masb1238,Multinesia,0,123.63579,12.21453
NA,mash1267,Africa,0,22.5983,-16.7256
NA,mash1269,Africa,0,10.2778,6.91719
NA,mash1270,South America,0,-70.7953,-11.4745
NA,masi1265,Multinesia,0,139.04,-2.00717
NA,masi1266,Multinesia,0,130.601,-3.29547
NA,masi1268,Africa,0,43.8156,-22.5582
NA,mask1241,South America,0,-61.901,-22.234
NA,mask1242,Multinesia,0,167.818,-16.5073
NA,masl1241,Africa,0,14.8873,12.1918
NA,masm1239,Africa,0,19.2769,13.076
NA,mass1262,Africa,0,19.7348,13.5157
NA,mass1263,Multinesia,0,138.294,-1.74679
NA,mata1275,South America,0,-58.988617,-4.8509511
NA,mata1288,North America,0,-86,13.0333
NA,mata1306,Africa,0,14.0474,10.9284
NA,matb1237,Multinesia,0,130.075,-1.8801
NA,mate1258,Africa,0,35.0056,-11.554
NA,mate1260,Multinesia,0,145.617,-5.13857
kuz,mati1250,Multinesia,3,125,7.75
NA,mati1253,South America,0,-53.3994,-12.0456
mts,mati1255,South America,29,-70.25,-4.416666667
NA,mato1250,Eurasia,0,102.856,53.4349
NA,mato1252,Multinesia,0,146.859,-5.91639
NA,mato1253,South America,0,-60.628867,-9.172609
myr,mats1244,South America,17,-73.25,-5.416666667
mtl,matt1238,North America,2,-124.1666667,40.16666667
mtb,matu1259,Africa,25,39,-8.5
mtk,matu1261,Multinesia,1,145.75,-4.916666667
NA,maty1235,Africa,0,-3.25128,13.1027
mau,maun1240,Australia,126,133.5,-11.91666667
NA,maun1242,Eurasia,0,87.43858,26.92253
NA,maun1243,Eurasia,0,76.4812,11.5094
NA,maur1240,Africa,0,57.516667,-20.166667
NA,mauw1238,Multinesia,0,145.394,-4.52416
NA,mawa1236,Africa,0,9.72407,10.8527
NA,mawa1266,Multinesia,0,145.283,-4.61817
NA,mawa1267,Multinesia,0,145.589,-5.2219
NA,mawa1268,South America,0,-66.238404,3.11
NA,mawa1270,Africa,0,18.2999,11.7461
NA,mawa1271,South America,0,-58.5046,1.98815
mwc,mawc1242,Eurasia,4,73.66666667,21.33333333
NA,mawe1251,Multinesia,0,139.752,-2.36944
max,maxa1247,South America,23,-40,-18
NA,maxa1248,South America,0,-40.594224,-16.863682
NA,maxi1236,Africa,0,1.78181,7.57292
NA,maya1280,Australia,0,140.337,-18.1147
NA,maya1281,Africa,0,-2.72732,13.1811
mya,maya1282,Multinesia,13,130.9166667,-1.25
sum,maya1285,North America,3,-84.5,13
myy,mayk1239,Australia,4,141,-20
myg,mayo1261,Africa,29,29,3
NA,mayo1262,Multinesia,0,121.29,16.9984
myo,mayo1264,North America,3,-108,26
NA,mayo1270,South America,0,-70.038757,-4.979863
NA,mayo1271,South America,0,-70.280457,-4.322858
NA,mayo1272,South America,0,-69.873963,-4.289992
mzn,maza1291,Eurasia,6,52,36.5
NA,maza1292,North America,0,-95.2833,17.0156
maz,maza1293,North America,18,-99.91666667,19.41666667
NA,maza1294,North America,0,-96.8791,17.1547
NA,maza1296,North America,0,-96.8889,18.0829
NA,maza1304,Africa,0,13.6873,10.175
NA,maza1306,Eurasia,0,105.516304,23.546095
mba,mbaa1245,Africa,36,25,1
mbb,mbab1239,Australia,21,145,-17.16666667
mhu,mbal1255,Africa,19,15,-17.5
NA,mbal1257,Africa,0,18.041,-5.11888
NA,mban1262,Africa,0,22.06451,4.69967
NA,mban1263,Africa,0,19.4455,3.98003
NA,mban1264,Africa,0,17.4086,-9.15592
NA,mban1268,Africa,0,13.5956,-2.28729
NA,mbar1253,Australia,0,143.789,-14.529
NA,mbar1254,Australia,0,142.475904,-19.29
mbr,mbar1260,Africa,33,15.41666667,11
NA,mbat1247,Africa,0,-3.70421,5.34421
NA,mbat1248,Africa,0,17.7529,3.94184
mby,mbay1241,Africa,54,17.5,8.25
NA,mbed1242,Africa,0,13.9322,10.466
NA,mbee1249,Africa,0,8.82998,6.57067
mbz,mbee1250,Africa,1,11.08333333,6.283333333
NA,mbel1240,Africa,0,0.95645,10.4532
mbe,mber1257,Africa,23,14,-0.5
NA,mbes1238,Africa,0,22.8389,1.6207
NA,mbes1239,Africa,0,10.407,6.31
NA,mbiy1238,Australia,0,142.2710997,-12.89620501
NA,mboc1235,Africa,0,9.92766,5.13981
NA,mbod1238,Africa,0,28.018,1.11602
NA,mboi1246,Africa,0,12.545,9.86954
NA,mbok1243,Africa,0,14.7935,0.43541
mbl,mbol1247,Africa,15,24.66666667,-0.666666667
NA,mbon1252,Africa,0,13.6471,5.7517
NA,mbon1253,Africa,0,11.1316,6.82543
mdw,mbos1242,Africa,21,15.5,-1.25
NA,mbou1245,Africa,0,-16.970045,14.420649
NA,mbow1246,Africa,0,23.9819,-14.2941
NA,mbre1244,Africa,0,-5.72944,8.20929
mbg,mbug1240,Africa,4,38.16666667,-4.333333333
NA,mbug1242,Africa,0,35.8133,-3.75763
NA,mbuk1240,Africa,0,22.5026,-17.6827
NA,mbuk1243,Africa,0,14.1677,10.7788
NA,mbuk1244,Africa,0,10.415141,6.535575
NA,mbul1258,Africa,0,-14.7372,10.8553
NA,mbul1260,Africa,0,12.2439,9.60769
NA,mbul1262,Africa,0,10.9924,4.50635
mmb,mbul1263,Multinesia,32,148.0833333,-5.666666667
mbm,mbum1254,Africa,42,13.16666667,7.75
NA,mbun1248,Africa,0,36.5362,-8.19661
NA,mbun1249,Africa,0,21.9768,-14.603
NA,mbur1239,Africa,0,9.81365,10.9276
NA,mbuu1238,Africa,0,10.2556,6.53792
NA,mbwe1238,Africa,0,18.2243,-13.3267
NA,mbya1239,South America,0,-52.711,-26.0188
NA,meak1234,Multinesia,0,143.783,-4.833
NA,mede1237,Multinesia,0,145.425,-4.49918
NA,medi1245,South America,0,-78.5392,-1.04518
NA,medi1251,Eurasia,0,28.955556,41.013889
NA,medn1235,Eurasia,0,167.782,54.6601
NA,medu1238,Africa,0,10.6118,5.10901
mee,meen1242,Africa,36,37,5
NA,mefe1242,Africa,0,13.8201,10.677
NA,mega1243,Eurasia,0,91.6132,25.1292
NA,megl1237,Eurasia,0,22.3782,41.1174
mhk,mehe1243,Multinesia,3,142.5,-3.75
NA,mehe1245,Multinesia,0,142.5109,-3.72792
NA,mehi1240,South America,0,-53.521,-12.5364
meh,mehr1241,Eurasia,48,51.5,17
mke,meke1243,Multinesia,19,146.5,-8.333333333
NA,mekm1240,Multinesia,0,143.75,-4.47017
NA,mekw1241,Multinesia,0,140.326,-2.52264
mxe,mele1250,Multinesia,24,168.25,-17.75
NA,melk1242,Eurasia,0,106.31,12.95
NA,melo1242,Africa,0,36.811,6.53916
NA,melp1238,Multinesia,0,144.34,-5.62644
NA,memo1238,Eurasia,0,67.007,24.853
NA,mend1261,Africa,0,10.2307,6.00034
mde,mend1266,Africa,45,-11.5,7.833333333
NA,mend1267,Multinesia,0,113.286,0.98794
NA,mend1268,Multinesia,0,142.683,-3.67233
NA,meng1264,Africa,0,10.3377,5.71399
NA,meng1267,Multinesia,0,151.373,-5.47036
NA,meni1247,South America,0,-39.0532429,-15.8814845
NA,menk1238,Africa,0,9.69161,5.94639
men,meno1252,North America,42,-88.33333333,45.5
mnt,ment1249,Multinesia,12,99,-1.5
NA,ment1251,Multinesia,0,110.670512,-0.293181
mey,meny1245,Multinesia,18,146,-7.25
NA,meos1237,Multinesia,0,134.378,-2.07828
NA,mepu1234,South America,0,-68.248917,-1.150313
NA,mera1242,Multinesia,0,151.528,-4.97468
NA,mere1242,Multinesia,0,166.905,-15.2839
NA,mere1246,Africa,0,14.09,10.7458
mer,meri1244,Australia,25,144.0833333,-9.916666667
NA,merl1237,Multinesia,0,168.053527,-14.450679
NA,mero1237,Africa,0,33.7333,16.9333
NA,merr1239,Multinesia,0,134.731,-3.3828
NA,meru1245,Africa,0,37.7396,0.26484
NA,merw1238,Eurasia,0,74.095,26.771
NA,mesa1245,Africa,0,9.8723,6.32679
apc,mesc1238,North America,4,-108,33.25
NA,mese1244,Multinesia,0,147.137,-6.56072
fox,mesk1242,North America,6,-83,43
NA,mesm1239,Africa,0,15.7018,9.28888
NA,mesm1243,Africa,0,37.5742,7.53825
arq,meso1252,Eurasia,34,44,33
NA,mesq1240,Africa,0,38.3386,8.10617
NA,mess1244,Eurasia,0,17.860344,40.538334
NA,meta1238,Africa,0,9.87416,5.88942
NA,metl1238,North America,0,-98.35138,17.1947
NA,mewa1249,Eurasia,0,73.68,24.57
NA,mewa1250,Eurasia,0,76.947,27.736
NA,mexi1237,North America,0,-98.5,19.75
mea,meya1236,Multinesia,42,133.5,-1.166666667
pop,mezo1235,North America,6,-97.5,18.16666667
otm,mezq1235,North America,109,-99.16666667,20.16666667
NA,mfin1238,Africa,0,16.2559,-4.26573
NA,mfum1238,Africa,0,10.936386,6.6
NA,miah1235,North America,0,-96.6647,16.2197
ill,miam1252,North America,2,-90,40
NA,mian1254,Multinesia,0,145.276,-4.42116
mpt,mian1256,Multinesia,37,141.5,-4.75
NA,miar1236,South America,0,-53.42,-12.5
mcf,mich1243,North America,1,-100.1666667,52
nhm,mich1245,North America,35,-103,18.5
NA,mich1246,North America,0,-100.293,19.7239
NA,midd1317,Eurasia,0,-1.11,51.65
NA,midd1318,Eurasia,0,9.67,53.14
NA,midd1321,Eurasia,0,5.34,51.656
NA,midd1327,Multinesia,0,146.399126,-6.88249
NA,midd1343,Eurasia,0,10.599,48.254
NA,midd1344,Eurasia,0,108.9,34.27
NA,midd1350,Eurasia,0,78.97,26.61
NA,midd1351,Eurasia,0,108.6745,48.72618
NA,midd1357,Australia,0,152.780249,-29.042737
NA,midd1366,Eurasia,0,35.43693,31.73632
NA,midg1235,Multinesia,0,138.945,-4.06322
mid,mido1240,Africa,7,26.25,15.08333333
NA,mids1243,Africa,0,22.4666,5.87893
NA,miga1241,Multinesia,0,147.713,-6.33237
mig,miga1249,Africa,7,19.83333333,12.16666667
mii,miis1236,Africa,13,22,13.5
mij,miju1243,Eurasia,10,96,29
mki,mika1239,North America,26,-85,32
NA,mika1256,Africa,0,15.951762,1.488279
mic,mikm1235,North America,8,-63,45
mil,mila1245,Eurasia,5,95.25,28.5
NA,mili1235,Eurasia,0,100.611,24.115
NA,mill1237,South America,0,-67.569581,-31.79729
NA,milt1241,Africa,0,17.4126,10.2347
NA,milu1241,North America,0,-124.258,43.3215
NA,mily1238,Eurasia,0,29.318611,36.356111
NA,mimi1240,Africa,0,21.11324,13.827507
NA,mimi1241,Africa,0,20.724106,14.302046
NA,mina1267,Eurasia,0,74.5977,23.7425
min,mina1268,Multinesia,41,101,-1
mnv,mina1269,Multinesia,11,150.4666667,-9.6
NA,mina1274,Multinesia,0,144.011,-7.61717
hna,mina1276,Africa,33,13.83333333,10.33333333
NA,mina1279,Eurasia,0,44.672778,16.166667
NA,minb1244,Eurasia,0,118.32,27.05
fuz,mind1253,Eurasia,13,119.5,26
NA,mind1255,Multinesia,0,146.15,-5.5
NA,mind1263,Eurasia,0,-8.68866,39.5144
mgl,ming1252,Eurasia,2,42,42.5
NA,ming1254,Africa,0,11.295,9.25942
NA,minh1238,Eurasia,0,102.80434,36.33736
NA,mini1251,Multinesia,0,152.005,-4.31803
NA,mini1253,Multinesia,0,142.33,-3.59408
hmi,mini1256,South America,46,-74,-0.333333333
NA,mink1237,Australia,0,139.541931,-17.736653
hok,minn1241,Eurasia,19,118,25
NA,mino1236,Eurasia,0,24.99936,35.2072
NA,mino1243,Multinesia,0,116.759,5.43348
NA,minr1238,Eurasia,0,102.047,5.01108
NA,mint1239,Eurasia,0,101.986,4.59376
NA,minz1235,Eurasia,0,117.376,26.0686
NA,minz1236,Eurasia,0,105.5,23.33
NA,miqi1235,Eurasia,0,102.301,25.3
NA,mira1251,Eurasia,0,-6.38371,41.5375
NA,mire1238,Africa,0,16.9932,9.69132
NA,mirg1238,Eurasia,0,81.33599,23.43055
mir,miri1266,Australia,10,129,-15.66666667
NA,miri1270,South America,0,-69.7432,0.58896
NA,miri1273,Australia,0,128.73861,-15.77361
NA,mish1244,Africa,0,9.33752,9.20477
mhl,misi1242,Eurasia,9,93.83333333,27.91666667
NA,misi1243,Multinesia,0,152.696,-10.6821
mis,misk1235,North America,61,-83.66666667,14
NA,mith1236,Australia,0,139.598447,-25.13606725
NA,mitl1235,North America,0,-97.1757,17.16
zap,mitl1236,North America,35,-96.25,16.8
NA,mitt1253,Africa,0,29.0002,7.45616
mit,mitu1240,Africa,2,25.5,-1.666666667
NA,miuu1237,Multinesia,0,149.557,-5.88037
NA,miwa1242,Australia,0,126.921,-14.3484
NA,mixi1241,Africa,0,-14.385,10.6822
NA,mixt1425,North America,0,-97.8791,17.3317
zam,mixt1426,North America,2,-96.33333333,16.33333333
NA,miya1259,Eurasia,0,125.363,24.7564
miy,miya1266,Africa,71,9.666666667,10.91666667
NA,miya1268,Eurasia,0,133.074929,34.178195
NA,miyo1238,Africa,0,1.33302,9.94366
mlm,mlab1235,Eurasia,21,101,18.5
NA,mlah1239,Eurasia,0,41.2209,37.0311
NA,mlap1238,Multinesia,0,140.264,-2.57316
NA,mlom1238,Africa,0,-16.5383,12.8318
NA,mmaa1238,Africa,0,11.0599,4.52188
NA,mmen1238,Africa,0,10.2541,6.43213
NA,moba1244,Africa,0,0.159565,10.9496
NA,mobi1236,North America,0,-91.75,30.47
NA,mobu1235,Africa,0,-4.47303,5.26847
NA,mobw1234,Eurasia,0,96.6027,19.0443
NA,moch1255,Eurasia,0,11.315,46.1064
cga,moch1256,Africa,18,37,-3
NA,moch1257,North America,0,-92.1734,15.4538
mcc,moch1259,South America,10,-79.33333333,-7.5
mcv,moco1246,South America,37,-60.5,-28
NA,moda1242,Africa,0,29.7355,6.1463
NA,moda1244,Multinesia,0,116.573,0.80793
grk,mode1248,Eurasia,155,22,39
NA,modo1249,Multinesia,0,127.752,1.40199
NA,moer1240,Multinesia,0,145.458,-4.62246
mof,mofu1248,Africa,17,14,10.5
NA,mofu1251,Africa,0,14.5,11
mog,mogh1245,Eurasia,34,62,35
NA,mogu1251,Africa,0,18.6082,11.5199
moj,moha1256,North America,10,-114.5833333,34.66666667
moh,moha1258,North America,41,-74.25,43.5
mhc,mohe1244,North America,2,-73.5,42.66666667
NA,moic1236,Africa,0,16.4556,-1.72413
NA,moii1235,Multinesia,0,131.52,-0.96532
NA,moik1239,Multinesia,0,148.312,-9.60232
NA,moin1241,Africa,0,23.5035,1.20615
NA,moji1238,Eurasia,0,104.15,23.2
NA,moke1240,Multinesia,0,147.423,-2.01602
NA,moke1242,Eurasia,0,98.6765,10.1474
mok,moki1238,Multinesia,70,159.75,6.666666667
NA,mokk1243,Eurasia,0,99.5821,18.9117
NA,mokl1243,Eurasia,0,98.3176,8.16761
NA,moko1243,Africa,0,3.05998,11.0438
NA,mokp1238,Africa,0,25.043698,-1.95077
bku,mokp1239,Africa,26,9.25,4.25
mmo,moks1248,Eurasia,6,44,54
NA,moks1249,Multinesia,0,128.654,-3.098
mll,mola1238,North America,1,-122.5,44.5
NA,molb1237,Multinesia,0,117.030502,7.956663
NA,mold1243,Eurasia,0,28.694,47.107
mol,mold1248,Eurasia,1,29,47
NA,mole1238,Africa,0,9.61289,1.3718
NA,mole1239,Multinesia,0,146.525207,-5.663114
NA,moli1248,Multinesia,0,150.614,-9.57457
one,molm1235,Multinesia,24,141.9166667,-3.25
NA,molo1257,Africa,0,33.5677,10.793
NA,molo1262,Multinesia,0,140.557,-3.41946
NA,molo1266,Africa,0,14.2521,10.7933
NA,moma1242,Multinesia,0,120.009,-1.4313
NA,moma1243,Multinesia,0,147.79,-6.3409
NA,momb1254,Africa,0,-3.664799,14.376155
NA,momi1242,Multinesia,0,139.821,-4.812
NA,momj1237,Africa,0,12.7473,8.8658
mqf,momu1241,Multinesia,7,139.25,-4.833333333
NA,mona1241,Eurasia,0,12.452,41.9026
NA,mond1265,Multinesia,0,146.931,-2.01359
NA,mond1267,Eurasia,0,105.416304,23.446095
NA,mong1264,Eurasia,0,107.528,48.6852
but,mong1330,Eurasia,51,108,52
mgo,mong1338,Africa,17,21,0
mgd,mong1342,Multinesia,3,124,0.666666667
NA,mong1344,Multinesia,0,143.965,-4.30038
NA,mong1345,Africa,0,29.5637,2.80983
NA,moni1237,North America,0,-85.1746,13.5343
mni,moni1261,Multinesia,16,137,-3.666666667
mon,monn1252,Eurasia,39,100.5,14.83333333
NA,mono1268,Eurasia,0,108.348,14.5948
